gene	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	r_x_X	r_n_N	r_nns_Nns	r_ns_Ns	r_nnc_Nnc	r_nsnc_Nsnc
CORO1B	1492365	441945	0	2	0	0	6	3	2310924	1.298182e-06	1.033960e-06	1.340155e-06	0	NaN	0
CORO1C	1495354	381311	0	2	0	0	50	29	21302603	1.361336e-06	1.065720e-06	1.337476e-06	0	NaN	0
CORO2A	1623454	451766	0	3	1	0	50	32	21911505	1.460420e-06	1.927506e-06	1.847912e-06	2.213535e-06	NaN	2.213535e-06
CORO2B	1495354	412055	0	4	1	0	50	45	21991354	2.046259e-06	2.621357e-06	2.674952e-06	2.426860e-06	NaN	2.426860e-06
CORO6	1453081	413336	0	1	0	0	0	0	413336	0	5.357859e-07	6.881929e-07	0	NaN	0
CORO7	2815211	881755	0	0	0	0	1	0	2025261	0	0	0	0	NaN	0
CORT	463722	140910	0	0	0	0	50	28	19311075	1.449945e-06	0	0	0	NaN	0
COTL1	446642	118279	0	1	0	0	50	27	17763627	1.519960e-06	1.770159e-06	2.238930e-06	0	NaN	0
COX10	1324981	412055	0	2	1	0	33	46	13129823	3.503474e-06	1.727080e-06	1.509456e-06	2.426860e-06	NaN	2.426860e-06
COX11	919758	252357	0	2	0	0	16	25	5471578	4.569066e-06	1.706317e-06	2.174485e-06	0	NaN	0
COX15	1310463	397110	0	4	0	0	16	9	8166802	1.102023e-06	2.342506e-06	3.052356e-06	0	NaN	0
COX16	341600	84973	0	3	1	0	1	2	713517	2.803017e-06	9.377059e-06	8.782201e-06	1.176844e-05	NaN	1.176844e-05
COX17	206668	52094	0	0	0	0	50	40	25388139	1.575539e-06	0	0	0	NaN	0
COX18	991494	317688	0	1	0	0	50	37	20994309	1.762382e-06	7.638357e-07	1.008579e-06	0	NaN	0
COX19	301462	61061	0	2	1	0	1	3	627690	4.779429e-06	8.275337e-06	6.634335e-06	1.637707e-05	NaN	1.637707e-05
COX4I1	545279	127246	0	0	0	0	50	32	22126713	1.446216e-06	0	0	0	NaN	0
COX4I2	546560	134932	0	1	0	0	50	32	18402419	1.738902e-06	1.467369e-06	1.829625e-06	0	NaN	0
COX4NB	654164	177205	0	1	1	0	50	47	24158379	1.945495e-06	2.405671e-06	1.528669e-06	5.643182e-06	NaN	5.643182e-06
COX5A	462441	138348	0	0	0	0	50	24	20410173	1.175884e-06	0	0	0	NaN	0
COX5B	401807	118279	0	1	0	0	50	37	17638943	2.097631e-06	1.922759e-06	2.488757e-06	0	NaN	0
COX6A1	333487	102053	0	0	2	0	0	2	102053	1.959766e-05	4.592001e-06	0	1.959766e-05	NaN	1.959766e-05
COX6A2	297619	94367	0	0	0	0	50	36	20514361	1.754868e-06	0	0	0	NaN	0
COX6B1	287371	62342	0	0	0	0	50	28	14413812	1.942581e-06	0	0	0	NaN	0
COX6B2	291641	65758	0	0	0	0	50	35	17603075	1.988289e-06	0	0	0	NaN	0
COX6C	242536	64904	0	0	0	0	50	36	15885681	2.266192e-06	0	0	0	NaN	0
COX7A1	255346	70028	0	0	0	0	50	57	25904809	2.200364e-06	0	0	0	NaN	0
COX7A2	361669	102053	0	0	1	0	3	2	1619184	1.235190e-06	2.156464e-06	0	9.798830e-06	NaN	9.798830e-06
COX7A2L	351421	103334	0	0	1	0	11	6	3098312	1.936538e-06	2.198986e-06	0	9.677357e-06	NaN	9.677357e-06
COX7B	257908	66185	0	0	0	0	50	25	18697476	1.337079e-06	0	0	0	NaN	0
COX7B2	253211	67039	0	2	0	0	50	70	22374800	3.128520e-06	6.245121e-06	7.898551e-06	0	NaN	0
COX7C	203252	55510	0	0	0	0	1	1	359534	2.781378e-06	0	0	0	NaN	0
COX8A	201117	75579	0	1	0	0	50	33	22958082	1.437402e-06	3.614075e-06	4.972230e-06	0	NaN	0
COX8C	212646	75579	0	1	0	0	26	5	13671259	3.657308e-07	3.469512e-06	4.702651e-06	0	NaN	0
CP	3357501	831369	0	4	0	0	13	10	7011340	1.426261e-06	9.549115e-07	1.191362e-06	0	NaN	0
CP110	3091907	786961	0	0	0	0	1	1	1263493	7.914567e-07	0	0	0	NaN	0
CPA1	1305339	359961	0	1	0	0	16	8	3770410	2.121785e-06	6.004924e-07	7.660845e-07	0	NaN	0
CPA2	1319003	351421	0	3	0	0	0	0	351421	0	1.795951e-06	2.274445e-06	0	NaN	0
CPA3	1329251	330925	0	5	0	0	50	53	28440335	1.863550e-06	3.011729e-06	3.761517e-06	0	NaN	0
CPA4	1327116	348432	0	2	2	0	50	47	21205247	2.216433e-06	2.387279e-06	1.507027e-06	5.740001e-06	NaN	5.740001e-06
CPA5	1418921	321958	0	1	1	0	50	53	27308358	1.940798e-06	1.148845e-06	7.047609e-07	3.105995e-06	NaN	3.105995e-06
CPA6	1380064	354410	0	2	0	0	45	27	13383034	2.017480e-06	1.153087e-06	1.449208e-06	0	NaN	0
CPAMD8	5866126	1775039	0	14	6	0	17	25	9346176	2.674891e-06	2.617402e-06	2.386584e-06	3.380207e-06	NaN	3.380207e-06
CPB1	1304485	355691	0	3	0	0	28	16	10728375	1.491372e-06	1.807037e-06	2.299758e-06	0	NaN	0
CPB2	1353163	330071	0	5	3	0	6	9	2228940	4.037794e-06	4.752756e-06	3.695046e-06	9.088954e-06	NaN	9.088954e-06
CPD	4225165	1187060	0	2	1	0	25	21	13003431	1.614958e-06	5.543007e-07	4.733543e-07	8.424174e-07	NaN	8.424174e-07
CPE	1475712	398391	0	1	0	0	50	42	24258297	1.731366e-06	5.335886e-07	6.776390e-07	0	NaN	0
CPEB1	1746857	492331	0	4	0	0	15	8	7849968	1.019112e-06	1.786362e-06	2.289827e-06	0	NaN	0
CPEB2	3089772	955626	0	3	1	0	14	14	8537865	1.639754e-06	9.887779e-07	9.709454e-07	1.046434e-06	NaN	1.046434e-06
CPEB3	2151226	615734	0	1	0	0	49	41	25622562	1.600152e-06	3.614075e-07	4.648512e-07	0	NaN	0
CPEB4	2233637	617869	0	3	2	0	42	29	20445614	1.418397e-06	1.753459e-06	1.343101e-06	3.236932e-06	NaN	3.236932e-06
CPLX1	428281	105896	0	1	1	0	10	10	5106493	1.958291e-06	3.744077e-06	2.334916e-06	9.443227e-06	NaN	9.443227e-06
CPLX2	429989	104188	0	0	0	0	50	40	19795720	2.020639e-06	0	0	0	NaN	0
CPLX3	491050	132797	0	0	0	0	50	23	21154434	1.087243e-06	0	0	0	NaN	0
CPLX4	517524	111447	0	3	0	0	50	44	27629889	1.592478e-06	4.769695e-06	5.796833e-06	0	NaN	0
CPM	1390739	356545	0	5	3	0	10	7	4014227	1.743798e-06	4.578534e-06	3.595211e-06	8.414085e-06	NaN	8.414085e-06
CPN1	1414651	390278	0	3	3	0	2	4	845033	4.733543e-06	3.324230e-06	2.120664e-06	7.686828e-06	NaN	7.686828e-06
CPN2	1587159	516243	0	3	4	0	2	6	1264347	4.745533e-06	3.327942e-06	1.890170e-06	7.748289e-06	NaN	7.748289e-06
CPNE1	1889048	533323	0	2	0	0	6	2	2459520	8.131668e-07	8.256374e-07	1.058734e-06	0	NaN	0
CPNE2	1723372	463295	0	4	3	0	7	4	3074400	1.301067e-06	3.201219e-06	2.321031e-06	6.475356e-06	NaN	6.475356e-06
CPNE3	1710989	433405	0	3	1	0	50	26	18137252	1.433514e-06	1.865329e-06	1.753372e-06	2.307311e-06	NaN	2.307311e-06
CPNE4	1767780	452193	0	4	3	0	3	3	1456924	2.059133e-06	3.153192e-06	2.262725e-06	6.634335e-06	NaN	6.634335e-06
CPNE5	1883497	504287	0	2	1	0	50	56	31481002	1.778851e-06	1.256395e-06	1.061855e-06	1.982998e-06	NaN	1.982998e-06
CPNE6	1732339	494039	0	3	3	0	30	23	9810752	2.344367e-06	2.694960e-06	1.731763e-06	6.072395e-06	NaN	6.072395e-06
CPNE7	1957368	561078	0	2	2	0	50	26	23264668	1.117575e-06	1.588281e-06	1.021780e-06	3.564567e-06	NaN	3.564567e-06
CPNE8	1810907	460306	0	3	1	0	50	44	23260825	1.891592e-06	1.761173e-06	1.656628e-06	2.172468e-06	NaN	2.172468e-06
CPNE9	1753262	473116	0	2	0	0	50	32	21609616	1.480822e-06	8.983201e-07	1.140731e-06	0	NaN	0
CPO	1178520	308721	0	3	1	0	50	48	20071989	2.391392e-06	2.689544e-06	2.545566e-06	3.239171e-06	NaN	3.239171e-06
CPOX	1374940	404369	0	0	0	0	20	12	9059232	1.324616e-06	0	0	0	NaN	0
CPPED1	965020	260897	0	3	0	0	50	43	25605482	1.679328e-06	2.447148e-06	3.108744e-06	0	NaN	0
CPS1	4693584	1295091	0	9	3	0	42	18	21012243	8.566434e-07	2.003782e-06	1.917511e-06	2.316440e-06	NaN	2.316440e-06
CPSF1	4442081	1301923	0	4	1	0	23	11	10286430	1.069370e-06	8.704729e-07	9.004789e-07	7.680946e-07	NaN	7.680946e-07
CPSF2	2449272	631533	0	2	4	0	27	30	10920098	2.747228e-06	1.947543e-06	8.165692e-07	6.333794e-06	NaN	6.333794e-06
CPSF3	2182397	542290	0	2	0	0	0	0	542290	0	7.340293e-07	9.164235e-07	0	NaN	0
CPSF3L	1878800	515389	0	2	0	0	32	17	11684001	1.454981e-06	8.353559e-07	1.064509e-06	0	NaN	0
CPSF4	863821	209657	0	0	0	0	50	23	17637662	1.304028e-06	0	0	0	NaN	0
CPSF4L	589260	133224	0	0	0	0	50	94	47685652	1.971243e-06	0	0	0	NaN	0
CPSF6	1647793	519659	0	3	1	0	23	17	9791537	1.736193e-06	1.845485e-06	1.820617e-06	1.924339e-06	NaN	1.924339e-06
CPSF7	1550864	482083	0	5	0	0	26	11	11303971	9.731094e-07	2.459484e-06	3.224009e-06	0	NaN	0
CPT1A	2453542	664412	0	6	7	0	2	7	1202432	5.821535e-06	4.169401e-06	2.445444e-06	1.053563e-05	NaN	1.053563e-05
CPT1B	2414258	653737	0	4	1	0	50	44	25258331	1.742000e-06	1.629729e-06	1.656824e-06	1.529667e-06	NaN	1.529667e-06
CPT1C	2450126	731878	0	5	3	0	0	3	731878	4.099044e-06	2.514139e-06	2.040711e-06	4.099044e-06	NaN	4.099044e-06
CPT2	1976583	576450	0	4	1	0	50	32	20282073	1.577748e-06	1.958455e-06	2.023694e-06	1.734756e-06	NaN	1.734756e-06
CPVL	1511153	383446	0	5	2	0	10	16	7999418	2.000146e-06	3.694713e-06	3.308732e-06	5.215858e-06	NaN	5.215858e-06
CPXCR1	922747	242963	0	5	0	0	50	90	29904945	3.009536e-06	4.289231e-06	5.418603e-06	0	NaN	0
CPXM1	2234064	659715	0	4	0	0	2	2	2457385	8.138733e-07	1.382276e-06	1.790459e-06	0	NaN	0
CPXM2	2329712	646051	0	5	0	0	13	13	7346962	1.769439e-06	1.680241e-06	2.146188e-06	0	NaN	0
CPZ	1983842	582001	0	4	0	0	17	21	10755703	1.952453e-06	1.558942e-06	2.016290e-06	0	NaN	0
CR1	7740229	2064545	0	10	2	0	4	2	2678998	7.465478e-07	1.223894e-06	1.291951e-06	9.687365e-07	NaN	9.687365e-07
CR1L	1772477	476959	0	5	2	0	30	32	11624648	2.752772e-06	3.111891e-06	2.820911e-06	4.193233e-06	NaN	4.193233e-06
CR2	3371592	926163	0	7	5	0	50	48	22636551	2.120464e-06	2.792155e-06	2.076171e-06	5.398618e-06	NaN	5.398618e-06
CRABP1	432978	112728	0	0	1	0	3	1	854427	1.170375e-06	1.832489e-06	0	8.870911e-06	NaN	8.870911e-06
CRABP2	435540	114009	0	1	0	0	50	30	20601042	1.456237e-06	1.819674e-06	2.296000e-06	0	NaN	0
CRADD	596946	181902	0	1	0	0	50	25	21658294	1.154292e-06	1.283948e-06	1.675193e-06	0	NaN	0
CRAMP1L	3781512	1196454	0	1	3	0	3	3	1967189	1.525019e-06	8.035410e-07	2.644445e-07	2.507409e-06	NaN	2.507409e-06
CRAT	1933029	543144	0	5	1	0	0	1	543144	1.841132e-06	2.423094e-06	2.586614e-06	1.841132e-06	NaN	1.841132e-06
CRB1	4331488	1131977	0	22	10	0	3	18	2592317	6.943595e-06	5.857089e-06	5.079086e-06	8.834102e-06	NaN	8.834102e-06
CRB2	3752049	1254099	0	4	4	0	50	39	23812082	1.637824e-06	1.598035e-06	1.066084e-06	3.189541e-06	NaN	3.189541e-06
CRB3	427000	148169	0	2	0	0	50	27	18350752	1.471329e-06	3.477239e-06	4.683841e-06	0	NaN	0
CRBN	1412089	344162	0	2	0	0	40	42	18291399	2.296161e-06	1.138789e-06	1.416341e-06	0	NaN	0
CRCP	572180	141337	0	0	0	0	50	29	19165468	1.513138e-06	0	0	0	NaN	0
CRCT1	295484	93940	0	0	0	0	50	114	54577432	2.088775e-06	0	0	0	NaN	0
CREB1	1047858	307440	0	1	0	0	50	26	19943035	1.303713e-06	7.378451e-07	9.543278e-07	0	NaN	0
CREB3	1141798	328790	0	1	1	0	50	35	23200618	1.508581e-06	1.360000e-06	8.758117e-07	3.041455e-06	NaN	3.041455e-06
CREB3L1	1591429	463295	0	1	0	0	2	0	1091839	0	4.866834e-07	6.283661e-07	0	NaN	0
CREB3L2	1591002	467565	0	3	0	0	50	24	24602459	9.755122e-07	1.457324e-06	1.885604e-06	0	NaN	0
CREB3L3	1388604	432978	0	7	2	0	8	6	4850720	1.236930e-06	4.940760e-06	5.041034e-06	4.619172e-06	NaN	4.619172e-06
CREB3L4	1210118	357826	0	2	0	0	2	2	1089277	1.836080e-06	1.275556e-06	1.652731e-06	0	NaN	0
CREB5	1640534	432124	0	5	0	0	31	27	14307916	1.887067e-06	2.412361e-06	3.047788e-06	0	NaN	0
CREBBP	7431935	2110234	0	27	5	0	50	44	27462505	1.602185e-06	3.353535e-06	3.632970e-06	2.369405e-06	NaN	2.369405e-06
CREBL2	386435	93940	0	0	0	0	50	41	26065788	1.572943e-06	0	0	0	NaN	0
CREBZF	1019249	345016	0	2	1	0	50	45	21874783	2.057163e-06	2.198986e-06	1.962229e-06	2.898416e-06	NaN	2.898416e-06
CREG1	653737	213500	0	0	0	0	50	37	16857533	2.194864e-06	0	0	0	NaN	0
CREG2	870653	265594	0	2	1	0	50	35	18721815	1.869477e-06	2.640271e-06	2.297126e-06	3.765145e-06	NaN	3.765145e-06
CRELD1	1524817	397964	0	2	1	0	50	40	25536308	1.566397e-06	1.560240e-06	1.311633e-06	2.512790e-06	NaN	2.512790e-06
CRELD2	1266055	333914	0	2	1	0	50	36	18496359	1.946329e-06	1.875036e-06	1.579710e-06	2.994783e-06	NaN	2.994783e-06
CREM	1340353	358253	0	1	0	0	50	32	25198124	1.269936e-06	5.887180e-07	7.460721e-07	0	NaN	0
CRH	564067	198128	0	1	0	0	50	52	24909472	2.087559e-06	1.312000e-06	1.772839e-06	0	NaN	0
CRHBP	998753	273280	0	2	0	0	42	23	13528641	1.700097e-06	1.572286e-06	2.002497e-06	0	NaN	0
CRHR1	1385188	391559	0	2	1	0	11	11	4532605	2.426860e-06	1.688479e-06	1.443847e-06	2.553894e-06	NaN	2.553894e-06
CRHR2	1288259	351421	0	4	1	0	47	42	21154007	1.985439e-06	3.049375e-06	3.104966e-06	2.845590e-06	NaN	2.845590e-06
CRIM1	3211894	857843	0	3	2	0	30	8	15942899	5.017908e-07	1.228581e-06	9.340283e-07	2.331429e-06	NaN	2.331429e-06
CRIP1	265167	60207	0	0	0	0	50	34	22217237	1.530343e-06	0	0	0	NaN	0
CRIP2	665266	176351	0	0	0	0	50	41	26931744	1.522367e-06	0	0	0	NaN	0
CRIP3	656299	167384	0	0	0	0	50	46	20741525	2.217773e-06	0	0	0	NaN	0
CRIPAK	1289540	428281	0	0	0	0	50	32	27542354	1.161847e-06	0	0	0	NaN	0
CRIPT	341173	73871	0	0	0	0	50	28	22036189	1.270637e-06	0	0	0	NaN	0
CRISP1	807030	189588	0	1	1	0	50	38	18872973	2.013461e-06	2.006787e-06	1.239111e-06	5.274595e-06	NaN	5.274595e-06
CRISP2	783545	190015	0	2	0	0	50	57	21554106	2.644508e-06	2.054316e-06	2.552502e-06	0	NaN	0
CRISP3	792512	188734	0	6	2	0	0	2	188734	1.059692e-05	8.152899e-06	7.570863e-06	1.059692e-05	NaN	1.059692e-05
CRISPLD1	1602958	394121	0	3	0	0	0	0	394121	0	1.502194e-06	1.871540e-06	0	NaN	0
CRISPLD2	1578192	407358	0	2	1	0	50	49	25189584	1.945248e-06	1.510916e-06	1.267273e-06	2.454843e-06	NaN	2.454843e-06
CRK	919331	263032	0	2	0	0	50	33	21063483	1.566692e-06	1.691528e-06	2.175495e-06	0	NaN	0
CRKL	904386	274134	0	2	0	0	50	33	24114398	1.368477e-06	1.697044e-06	2.211445e-06	0	NaN	0
CRLF1	1267336	399245	0	3	1	0	50	42	18833262	2.230097e-06	2.400123e-06	2.367170e-06	2.504728e-06	NaN	2.504728e-06
CRLF2	807457	212219	0	1	0	0	50	29	30247826	9.587466e-07	9.807037e-07	1.238456e-06	0	NaN	0
CRLF3	1361703	376614	0	2	0	0	0	0	376614	0	1.150538e-06	1.468749e-06	0	NaN	0
CRLS1	918904	286517	0	1	0	0	50	38	24570861	1.546547e-06	8.295857e-07	1.088253e-06	0	NaN	0
CRMP1	2135854	625982	0	3	0	0	8	4	3332308	1.200369e-06	1.086234e-06	1.404590e-06	0	NaN	0
CRNKL1	2660637	676368	0	2	0	0	25	10	12214335	8.187101e-07	5.993398e-07	7.516997e-07	0	NaN	0
CRNN	1491084	425292	0	3	3	0	1	3	475251	6.312454e-06	3.130910e-06	2.011959e-06	7.053977e-06	NaN	7.053977e-06
CROCC	5989102	1953098	0	10	3	0	31	28	15904469	1.760511e-06	1.636826e-06	1.669699e-06	1.536021e-06	NaN	1.536021e-06
CROT	2032093	518378	0	1	0	0	18	16	11011476	1.453030e-06	3.920844e-07	4.921035e-07	0	NaN	0
CRP	678076	191723	0	2	0	0	50	39	18840521	2.070006e-06	2.299382e-06	2.949522e-06	0	NaN	0
CRTAC1	2073512	542290	0	2	3	0	49	51	21854287	2.333638e-06	1.911460e-06	9.645471e-07	5.532095e-06	NaN	5.532095e-06
CRTAM	1240008	320250	0	2	1	0	50	44	20414443	2.155337e-06	1.922759e-06	1.612893e-06	3.122560e-06	NaN	3.122560e-06
CRTAP	1242143	333487	0	1	1	0	50	21	22297513	9.418091e-07	1.269334e-06	8.050603e-07	2.998618e-06	NaN	2.998618e-06
CRTC1	1957368	618723	0	1	3	0	50	50	22180942	2.254187e-06	1.552740e-06	5.108901e-07	4.848696e-06	NaN	4.848696e-06
CRTC2	2064972	671244	0	2	0	0	2	2	1402695	1.425827e-06	7.309364e-07	9.685361e-07	0	NaN	0
CRTC3	1878800	575596	0	4	0	0	4	0	2523997	0	1.629729e-06	2.129019e-06	0	NaN	0
CRX	883463	284809	0	3	1	0	50	37	19769246	1.871594e-06	3.423860e-06	3.395728e-06	3.511125e-06	NaN	3.511125e-06
CRY1	1829268	485499	0	4	1	0	50	35	18309760	1.911549e-06	2.160045e-06	2.186667e-06	2.059736e-06	NaN	2.059736e-06
CRY2	1904847	561078	0	3	1	0	25	20	14523978	1.377033e-06	1.622109e-06	1.574930e-06	1.782283e-06	NaN	1.782283e-06
CRYAA	522221	159271	0	1	0	0	50	28	21892290	1.278989e-06	1.467369e-06	1.914898e-06	0	NaN	0
CRYAB	531188	157990	0	0	0	0	50	47	25410343	1.849641e-06	0	0	0	NaN	0
CRYBA1	700707	157563	0	1	0	0	29	15	12205368	1.228967e-06	1.165135e-06	1.427130e-06	0	NaN	0
CRYBA2	617015	166957	0	0	0	0	50	19	14555576	1.305342e-06	0	0	0	NaN	0
CRYBA4	620004	162687	0	2	1	0	50	50	23869300	2.094741e-06	3.832930e-06	3.225786e-06	6.146773e-06	NaN	6.146773e-06
CRYBB1	775005	225456	0	2	2	0	4	3	1600823	1.874036e-06	3.998157e-06	2.580629e-06	8.870911e-06	NaN	8.870911e-06
CRYBB2	657153	162687	0	0	0	0	50	85	23201045	3.663628e-06	0	0	0	NaN	0
CRYBB3	666120	174216	0	2	3	0	0	3	174216	1.722000e-05	5.950001e-06	3.002462e-06	1.722000e-05	NaN	1.722000e-05
CRYBG3	3206343	819840	0	5	1	0	50	8	27754146	2.882452e-07	1.490245e-06	1.559409e-06	1.219750e-06	NaN	1.219750e-06
CRYGA	543998	143899	0	0	0	0	50	53	22149771	2.392801e-06	0	0	0	NaN	0
CRYGB	555100	136640	0	1	0	0	50	46	21469560	2.142568e-06	1.445630e-06	1.801477e-06	0	NaN	0
CRYGC	544425	143472	0	1	0	0	50	60	25760483	2.329149e-06	1.453706e-06	1.836800e-06	0	NaN	0
CRYGD	542290	143045	0	1	0	0	50	39	21124544	1.846194e-06	1.459140e-06	1.844032e-06	0	NaN	0
CRYGN	579866	143899	0	1	1	0	48	27	17535609	1.539724e-06	2.763328e-06	1.724536e-06	6.949319e-06	NaN	6.949319e-06
CRYGS	562786	137921	0	3	0	0	50	50	25828803	1.935823e-06	4.281390e-06	5.330623e-06	0	NaN	0
CRYL1	1000461	267729	0	0	1	0	47	37	22611785	1.636315e-06	7.885254e-07	0	3.735120e-06	NaN	3.735120e-06
CRYM	965447	286090	0	0	0	0	50	37	23938474	1.545629e-06	0	0	0	NaN	0
CRYZ	1023092	286090	0	2	1	0	20	11	6245302	1.761324e-06	2.291507e-06	1.954858e-06	3.495404e-06	NaN	3.495404e-06
CRYZL1	1122583	283955	0	2	0	0	50	41	25731020	1.593407e-06	1.421931e-06	1.781605e-06	0	NaN	0
CS	1431304	414617	0	2	0	0	50	23	22804789	1.008560e-06	1.083470e-06	1.397327e-06	0	NaN	0
CSAD	1609790	469273	0	2	0	0	43	31	21297052	1.455601e-06	9.619718e-07	1.242398e-06	0	NaN	0
CSAG1	248514	70455	0	0	0	0	50	29	30106062	9.632612e-07	0	0	0	NaN	0
CSAG2	780556	218624	0	0	0	0	50	29	30254231	9.585436e-07	0	0	0	NaN	0
CSAG3	780556	218624	0	0	0	0	50	58	29857548	1.942557e-06	0	0	0	NaN	0
CSDA	1126853	352702	0	0	0	0	50	54	23517025	2.296209e-06	0	0	0	NaN	0
CSDC2	456463	145607	0	0	1	0	1	1	538447	1.857193e-06	1.660936e-06	0	6.867802e-06	NaN	6.867802e-06
CSDE1	2637579	707112	0	6	1	0	50	16	23989287	6.669644e-07	2.092869e-06	2.274813e-06	1.414203e-06	NaN	1.414203e-06
CSE1L	3068849	789523	0	3	1	0	8	5	2904027	1.721747e-06	1.036707e-06	9.775652e-07	1.266588e-06	NaN	1.266588e-06
CSF1	1678110	495747	0	0	1	0	0	1	495747	2.017158e-06	4.600119e-07	0	2.017158e-06	NaN	2.017158e-06
CSF1R	3003945	837774	0	1	0	0	2	0	1496208	0	2.603001e-07	3.328956e-07	0	NaN	0
CSF2	450912	124257	0	0	1	0	1	3	593957	5.050871e-06	1.738619e-06	0	8.047836e-06	NaN	8.047836e-06
CSF2RA	1620892	396683	0	1	1	0	26	6	13992363	4.288053e-07	9.912890e-07	6.169443e-07	2.520905e-06	NaN	2.520905e-06
CSF2RB	2682414	830088	0	4	0	0	37	28	23587053	1.187092e-06	1.138789e-06	1.491194e-06	0	NaN	0
CSF3	624701	195139	0	0	0	0	50	34	24897943	1.365575e-06	0	0	0	NaN	0
CSF3R	2861754	675087	0	2	0	0	6	7	4560787	1.534823e-06	5.654764e-07	6.988721e-07	0	NaN	0
CSGALNACT1	1643523	435540	0	4	4	0	1	4	752374	5.316505e-06	3.847887e-06	2.433796e-06	9.184001e-06	NaN	9.184001e-06
CSGALNACT2	1684515	432978	0	4	1	0	50	58	21399105	2.710394e-06	2.361283e-06	2.374571e-06	2.309586e-06	NaN	2.309586e-06
CSH1	930860	246379	0	1	0	0	10	3	2320745	1.292688e-06	8.494452e-07	1.074275e-06	0	NaN	0
CSH2	714371	202825	0	6	0	0	50	50	22209124	2.251327e-06	6.541677e-06	8.398997e-06	0	NaN	0
CSHL1	699853	185318	0	1	0	0	50	48	23265095	2.063177e-06	1.129725e-06	1.428871e-06	0	NaN	0
CSK	1406965	387716	0	1	1	0	26	11	11288172	9.744713e-07	1.114404e-06	7.107497e-07	2.579207e-06	NaN	2.579207e-06
CSMD1	10861172	2953132	0	24	11	0	10	27	7008351	3.852547e-06	2.533606e-06	2.209706e-06	3.724859e-06	NaN	3.724859e-06
CSMD2	10743747	3016755	0	21	7	0	15	31	11787335	2.629941e-06	2.034809e-06	1.954625e-06	2.320374e-06	NaN	2.320374e-06
CSMD3	11596893	3093615	0	108	25	0	20	71	12401788	5.724981e-06	9.053465e-06	9.312839e-06	8.081161e-06	NaN	8.081161e-06
CSN1S1	660142	132797	0	1	1	0	3	1	1667862	5.995700e-07	2.522262e-06	1.514826e-06	7.530291e-06	NaN	7.530291e-06
CSN2	698572	207095	0	2	0	0	50	47	21485786	2.187493e-06	2.208317e-06	2.862983e-06	0	NaN	0
CSN3	554246	169519	0	1	0	0	50	48	24396645	1.967484e-06	1.381664e-06	1.804253e-06	0	NaN	0
CSNK1A1	1173823	283955	0	2	0	0	11	5	4884026	1.023746e-06	1.371951e-06	1.703834e-06	0	NaN	0
CSNK1A1L	1029497	269437	0	3	1	0	15	9	6279889	1.433146e-06	3.079448e-06	2.914044e-06	3.711443e-06	NaN	3.711443e-06
CSNK1D	1315160	374479	0	2	0	0	50	34	22024660	1.543724e-06	1.183685e-06	1.520728e-06	0	NaN	0
CSNK1E	1286978	366793	0	4	3	0	3	4	1294664	3.089605e-06	4.232750e-06	3.108056e-06	8.179000e-06	NaN	8.179000e-06
CSNK1G1	1330959	345870	0	2	0	0	50	35	28161504	1.242831e-06	1.192727e-06	1.502676e-06	0	NaN	0
CSNK1G2	1295518	354410	0	1	0	0	9	3	4913489	6.105641e-07	6.060871e-07	7.718920e-07	0	NaN	0
CSNK1G3	1458632	355264	0	1	1	0	50	46	18603536	2.472648e-06	1.102599e-06	6.855739e-07	2.814808e-06	NaN	2.814808e-06
CSNK2A1	1246840	315980	0	4	0	0	50	35	26849333	1.303571e-06	2.559476e-06	3.208110e-06	0	NaN	0
CSNK2A2	1125999	279258	0	3	1	0	50	34	22322279	1.523142e-06	2.846454e-06	2.664301e-06	3.580918e-06	NaN	3.580918e-06
CSNK2B	697291	163541	0	0	0	0	50	28	20086080	1.394000e-06	0	0	0	NaN	0
CSPG4	6669313	2306654	0	7	1	0	1	1	2567551	3.894762e-07	8.912689e-07	1.049583e-06	4.335284e-07	NaN	4.335284e-07
CSPG5	1594418	501298	0	4	1	0	50	32	22317155	1.433875e-06	2.385819e-06	2.508752e-06	1.994821e-06	NaN	1.994821e-06
CSPP1	3991169	995764	0	9	1	0	10	5	3085075	1.620706e-06	2.005240e-06	2.254978e-06	1.004254e-06	NaN	1.004254e-06
CSRNP1	1752835	535031	0	2	2	0	50	49	23833005	2.055972e-06	1.748354e-06	1.141009e-06	3.738101e-06	NaN	3.738101e-06
CSRNP2	1622173	488915	0	1	1	0	50	29	19957126	1.453115e-06	9.473788e-07	6.164571e-07	2.045345e-06	NaN	2.045345e-06
CSRNP3	1788703	483791	0	2	0	0	3	2	2015440	9.923391e-07	8.800903e-07	1.118129e-06	0	NaN	0
CSRP1	625982	161833	0	1	0	0	50	30	22629292	1.325715e-06	1.269334e-06	1.597490e-06	0	NaN	0
CSRP2	614026	155855	0	0	0	0	50	34	21272713	1.598292e-06	0	0	0	NaN	0
CSRP2BP	2397178	658007	0	3	1	0	50	43	21454615	2.004231e-06	1.309250e-06	1.251472e-06	1.519741e-06	NaN	1.519741e-06
CSRP3	616161	158844	0	2	0	0	50	72	25060630	2.873032e-06	2.580629e-06	3.245905e-06	0	NaN	0
